[-0.31545151  2.02385031],[-0.31024574 -0.9506564 ]
[-0.29507416  2.05129756],[-0.29081081 -0.95678058]
[-0.27443207  2.07679317],[-0.2710003  -0.96257926]
[-0.25354492  2.10030336],[-0.25083711 -0.96802931]
[-0.23243272  2.12179673],[-0.23034551 -0.97310891]
[-0.2111158   2.14124433],[-0.20955106 -0.97779771]
[-0.18961474  2.15861982],[-0.18848056 -0.98207692]
[-0.16795039  2.17389956],[-0.16716193 -0.98592945]
[-0.14614381  2.18706273],[-0.14562414 -0.98933999]
[-0.12421625  2.19809142],[-0.12389706 -0.99229508]
[-0.10218915  2.20697068],[-0.10201138 -0.99478323]
[-0.08008404  2.21368867],[-0.07999847 -0.99679499]
[-0.05792261  2.21823661],[-0.05789022 -0.99832295]
[-0.03572656  2.22060892],[-0.03571896 -0.99936187]
[-0.01351769  2.22080319],[-0.01351728 -0.99990864]
[0.00868224 2.2188202 ],[ 0.00868213 -0.99996231]
[0.03085147 2.21466398],[ 0.03084658 -0.99952413]
[0.0529683  2.20834171],[ 0.05294354 -0.99859751]
[0.07501112 2.19986375],[ 0.07494079 -0.99718798]
[0.09695843 2.18924361],[ 0.09680659 -0.99530321]
[0.1187889  2.17649784],[ 0.11850973 -0.99295289]
[0.14048137 2.16164602],[ 0.14001976 -0.99014871]
[0.16201488 2.14471065],[ 0.16130703 -0.98690427]
[0.18336872 2.12571707],[ 0.18234285 -0.98323501]
[0.20452245 2.10469336],[ 0.20309959 -0.97915809]
[0.22545592 2.08167021],[ 0.22355077 -0.97469229]
[0.2461493  2.05668083],[ 0.24367115 -0.96985791]
[0.2665831  2.02976081],[ 0.26343678 -0.96467666]
[0.28673821 2.00094798],[ 0.28282512 -0.95917149]
[0.30659589 1.97028228],[ 0.30181502 -0.9533665 ]
[0.32613782 1.93780559],[ 0.32038683 -0.9472868 ]
[0.34534611 1.90356162],[ 0.33852237 -0.94095834]
[0.36420331 1.86759576],[ 0.35620497 -0.93440784]
[0.38269244 1.82995488],[ 0.37341949 -0.92766259]
[0.40079698 1.79068724],[ 0.39015229 -0.92075034]
[0.41850093 1.74984231],[ 0.40639121 -0.91369918]
[0.43578874 1.70747061],[ 0.42212556 -0.90653738]
[0.45264542 1.66362363],[ 0.43734607 -0.89929329]
[0.46905647 1.6183536 ],[ 0.45204486 -0.8919952 ]
[0.48500792 1.57171345],[ 0.46621537 -0.88467125]
[0.50048635 1.52375661],[ 0.47985229 -0.87734929]
[0.51547885 1.47453692],[ 0.49295153 -0.87005677]
[0.52997306 1.42410853],[ 0.5055101  -0.86282069]
[0.54395717 1.37252576],[ 0.51752606 -0.85566745]
[0.55741991 1.31984301],[ 0.52899844 -0.8486228 ]
[0.57035054 1.26611471],[ 0.53992714 -0.84171176]
[0.5827389  1.21139516],[ 0.55031286 -0.83495853]
[0.59457532 1.15573855],[ 0.56015701 -0.82838646]
[0.60585072 1.09919882],[ 0.56946159 -0.82201794]
[0.61655654 1.04182963],[ 0.57822916 -0.8158744 ]
[0.62668473 0.98368432],[ 0.5864627  -0.80997624]
[0.63622781 0.92481588],[ 0.59416554 -0.80434278]
[0.64517881 0.86527687],[ 0.60134132 -0.79899225]
[0.65353129 0.80511947],[ 0.60799383 -0.79394175]
[0.66127931 0.74439542],[ 0.614127   -0.78920722]
[0.66841748 0.68315599],[ 0.6197448  -0.78480341]
[0.67494088 0.62145205],[ 0.62485116 -0.78074389]
[0.68084514 0.55933403],[ 0.62944996 -0.77704102]
[0.68612635 0.4968519 ],[ 0.63354488 -0.77370594]
[0.69078113 0.43405528],[ 0.63713943 -0.77074856]
[0.69480657 0.37099338],[ 0.64023687 -0.76817756]
[0.69820027 0.30771506],[ 0.64284014 -0.76600036]
[0.70096031 0.24426885],[ 0.64495188 -0.76422318]
[0.70308525 0.180703  ],[ 0.64657435 -0.76285098]
[0.70457414 0.11706551],[ 0.64770943 -0.76188746]
[0.70542648 0.05340418],[ 0.64835859 -0.76133511]
[ 0.7056423 -0.0102334],[ 0.64852288 -0.76119516]
[ 0.70522205 -0.07379973],[ 0.64820293 -0.76146763]
[ 0.7041667  -0.13724743],[ 0.64739895 -0.76215129]
[ 0.70247766 -0.20052913],[ 0.64611073 -0.76324369]
[ 0.70015683 -0.26359751],[ 0.64433763 -0.76474115]
[ 0.69720658 -0.32640518],[ 0.64207865 -0.76663877]
[ 0.69362975 -0.3889047 ],[ 0.63933241 -0.76893047]
[ 0.68942967 -0.45104852],[ 0.63609721 -0.77160893]
[ 0.68461013 -0.51278895],[ 0.63237104 -0.77466565]
[ 0.67917539 -0.57407816],[ 0.62815162 -0.77809096]
[ 0.67313023 -0.6348681 ],[ 0.62343648 -0.781874  ]
[ 0.66647986 -0.69511054],[ 0.61822298 -0.78600276]
[ 0.65923    -0.75475704],[ 0.61250838 -0.7904641 ]
[ 0.65138686 -0.81375891],[ 0.60628988 -0.79524372]
[ 0.64295714 -0.87206726],[ 0.59956473 -0.80032627]
[ 0.633948   -0.92963297],[ 0.59233025 -0.80569528]
[ 0.62436712 -0.98640671],[ 0.58458391 -0.81133326]
[ 0.61422267 -1.04233899],[ 0.57632344 -0.81722169]
[ 0.60352331 -1.09738012],[ 0.56754687 -0.82334109]
[ 0.5922782  -1.15148031],[ 0.55825263 -0.82967102]
[ 0.580497   -1.20458968],[ 0.54843959 -0.83619018]
[ 0.56818988 -1.25665834],[ 0.53810722 -0.8428764 ]
[ 0.55536747 -1.30763639],[ 0.52725558 -0.84970675]
[ 0.54204095 -1.35747404],[ 0.51588546 -0.85665757]
[ 0.52822196 -1.40612166],[ 0.50399844 -0.86370457]
[ 0.51392265 -1.45352987],[ 0.49159695 -0.87082285]
[ 0.49915566 -1.49964964],[ 0.47868439 -0.87798705]
[ 0.48393411 -1.54443233],[ 0.46526513 -0.88517137]
[ 0.46827163 -1.58782986],[ 0.45134465 -0.89234971]
[ 0.45218229 -1.62979479],[ 0.43692953 -0.89949574]
[ 0.43568066 -1.67028042],[ 0.42202758 -0.90658299]
[ 0.41878177 -1.70924092],[ 0.4066478  -0.91358501]
[ 0.40150108 -1.74663147],[ 0.39080049 -0.92047541]
[ 0.38385452 -1.78240834],[ 0.37449726 -0.92722802]
[ 0.36585843 -1.81652908],[ 0.35775104 -0.933817  ]
[ 0.34752959 -1.84895258],[ 0.34057613 -0.94021694]
[ 0.32888517 -1.87963928],[ 0.32298815 -0.94640301]
[ 0.30994272 -1.90855122],[ 0.30500409 -0.95235104]
[ 0.29072018 -1.93565223],[ 0.28664226 -0.95803769]
[ 0.27123583 -1.96090803],[ 0.26792229 -0.96344053]
[ 0.25150828 -1.98428636],[ 0.24886507 -0.96853817]
[ 0.23155646 -2.00575711],[ 0.22949272 -0.97331038]
[ 0.21139959 -2.02529242],[ 0.20982854 -0.9777382 ]
[ 0.19105715 -2.04286679],[ 0.18989692 -0.98180403]
[ 0.17054887 -2.05845721],[ 0.16972328 -0.98549176]
[ 0.14989469 -2.0720432 ],[ 0.149334   -0.98878681]
[ 0.12911475 -2.08360696],[ 0.12875631 -0.99167626]
[ 0.10822934 -2.09313341],[ 0.10801817 -0.99414892]
[ 0.08725891 -2.10061023],[ 0.08714822 -0.99619536]
[ 0.066224 -2.106028],[ 0.06617561 -0.99780799]
[ 0.04514524 -2.10938013],[ 0.0451299  -0.99898113]
[ 0.0240433 -2.110663 ],[ 0.02404098 -0.99971097]
[ 0.00293888 -2.1098759 ],[ 0.00293887 -0.99999568]
[-0.01814733 -2.1070211 ],[-0.01814633 -0.99983534]
[-0.03919467 -2.10210377],[-0.03918463 -0.99923199]
[-0.06018256 -2.09513206],[-0.06014623 -0.99818958]
[-0.0810905  -2.08611697],[-0.08100166 -0.99671397]
[-0.10189813 -2.0750724 ],[-0.10172188 -0.99481288]
[-0.12258524 -2.06201502],[-0.12227845 -0.99249583]
[-0.14313178 -2.04696426],[-0.14264357 -0.98977412]
[-0.16351795 -2.02994222],[-0.16279023 -0.9866607 ]
[-0.18372414 -2.01097358],[-0.18269229 -0.98317014]
[-0.20373102 -1.99008551],[-0.20232459 -0.97931852]
[-0.22351955 -1.96730757],[-0.22166298 -0.97512334]
[-0.24307098 -1.9426716 ],[-0.24068446 -0.97060342]
[-0.2623669  -1.91621162],[-0.25936718 -0.96577879]
[-0.28138925 -1.88796369],[-0.27769053 -0.96067058]
[-0.30012034 -1.85796578],[-0.29563517 -0.95530092]
[-0.31854287 -1.82625768],[-0.31318306 -0.94969278]
[-0.33663993 -1.79288083],[-0.3303175  -0.94386988]
[-0.35439506 -1.75787819],[-0.34702308 -0.93785659]
[-0.37179222 -1.72129415],[-0.36328579 -0.93167775]
[-0.38881583 -1.68317434],[-0.3790929  -0.92535862]
[-0.40545075 -1.64356555],[-0.394433  -0.9189247]
[-0.42168233 -1.60251554],[-0.409296   -0.91240166]
[-0.43749642 -1.560073  ],[-0.42367301 -0.9058152 ]
[-0.45287932 -1.51628734],[-0.4375564  -0.89919097]
[-0.46781785 -1.47120864],[-0.45093967 -0.89255443]
[-0.48229935 -1.42488751],[-0.46381746 -0.88593079]
[-0.49631163 -1.37737495],[-0.47618544 -0.87934489]
[-0.50984305 -1.32872233],[-0.48804026 -0.87282112]
[-0.52288245 -1.27898123],[-0.49937951 -0.86638334]
[-0.53541921 -1.22820337],[-0.51020163 -0.86005482]
[-0.54744323 -1.17644053],[-0.52050582 -0.85385812]
[-0.55894491 -1.1237445 ],[-0.53029198 -0.84781509]
[-0.56991518 -1.07016697],[-0.53956064 -0.84194674]
[-0.58034549 -1.01575953],[-0.54831289 -0.83627326]
[-0.59022778 -0.96057356],[-0.55655028 -0.83081393]
[-0.59955453 -0.90466023],[-0.56427476 -0.82558706]
[-0.60831873 -0.84807046],[-0.5714886 -0.82061  ]
[-0.61651386 -0.79085485],[-0.57819434 -0.81589908]
[-0.62413391 -0.73306374],[-0.58439469 -0.81146956]
[-0.63117338 -0.6747471 ],[-0.59009248 -0.80733566]
[-0.63762726 -0.6159546 ],[-0.5952906  -0.80351049]
[-0.64349105 -0.55673556],[-0.59999195 -0.80000604]
[-0.64876072 -0.49713898],[-0.60419937 -0.79683318]
[-0.65343273 -0.43721354],[-0.60791558 -0.79400167]
[-0.65750405 -0.37700759],[-0.61114317 -0.79152008]
[-0.66097211 -0.31656921],[-0.61388452 -0.78939584]
[-0.66383482 -0.2559462 ],[-0.61614182 -0.78763523]
[-0.66609058 -0.19518611],[-0.61791696 -0.78624337]
[-0.66773824 -0.13433627],[-0.61921159 -0.78522418]
[-0.66877716 -0.07344381],[-0.62002704 -0.78458045]
[-0.66920714 -0.01255571],[-0.62036433 -0.78431378]
[-0.66902845  0.04828119],[-0.62022417 -0.78442462]
[-0.66824184  0.10902014],[-0.61960694 -0.78491225]
[-0.66684853  0.16961448],[-0.61851271 -0.78577479]
[-0.66485019  0.23001756],[-0.61694123 -0.78700922]
[-0.66224897  0.29018277],[-0.61489197 -0.78861136]
[-0.65904748  0.35006345],[-0.61236409 -0.79057588]
[-0.6552488  0.4096129],[-0.60935654 -0.79289634]
[-0.65085648  0.46878437],[-0.60586801 -0.79556518]
[-0.64587453  0.527531  ],[-0.60189705 -0.79857369]
[-0.64030743  0.58580584],[-0.597442   -0.80191212]
[-0.63416014  0.6435618 ],[-0.59250116 -0.8055696 ]
[-0.62743808  0.70075168],[-0.58707273 -0.80953419]
[-0.62014715  0.75732817],[-0.58115492 -0.81379295]
[-0.61229372  0.81324378],[-0.574746   -0.81833186]
[-0.60388464  0.86845097],[-0.56784434 -0.82313596]
[-0.59492723  0.92290203],[-0.56044849 -0.82818929]
[-0.58542928  0.97654922],[-0.55255723 -0.83347496]
[-0.57539908  1.02934471],[-0.54416965 -0.8389752 ]
[-0.56484538  1.08124067],[-0.53528522 -0.84467137]
[-0.55377742  1.13218926],[-0.52590384 -0.85054403]
[-0.54220492  1.18214272],[-0.51602592 -0.85657297]
[-0.53013805  1.2310534 ],[-0.50565244 -0.86273728]
[-0.51758748  1.27887383],[-0.49478506 -0.86901539]
[-0.50456436  1.32555679],[-0.48342613 -0.87538516]
[-0.49108029  1.37105535],[-0.47157879 -0.88182393]
[-0.47714736  1.415323  ],[-0.45924702 -0.8883086 ]
[-0.46277809  1.45831371],[-0.44643571 -0.89481571]
[-0.44798549  1.49998201],[-0.43315069 -0.90132152]
[-0.43278301  1.5402831 ],[-0.41939884 -0.90780208]
[-0.41718453  1.57917296],[-0.40518807 -0.91423336]
[-0.4012044   1.61660843],[-0.39052738 -0.92059131]
[-0.38485735  1.65254733],[-0.37542693 -0.92685199]
[-0.36815858  1.6869486 ],[-0.35989801 -0.93299165]
[-0.35112364  1.71977235],[-0.34395311 -0.93898683]
[-0.33376852  1.75098003],[-0.3276059  -0.94481447]
[-0.31610955  1.78053454],[-0.31087124 -0.95045204]
[-0.29816346  1.80840032],[-0.29376519 -0.95587761]
[-0.27994729  1.83454346],[-0.27630499 -0.96107   ]
[-0.26147844  1.85893187],[-0.25850902 -0.96600884]
[-0.2427746   1.88153532],[-0.24039678 -0.97067471]
[-0.22385377  1.90232559],[-0.22198888 -0.9750492 ]
[-0.20473422  1.92127654],[-0.20330694 -0.97911505]
[-0.18543446  1.93836425],[-0.18437356 -0.98285624]
[-0.16597322  1.95356708],[-0.16521225 -0.98625803]
[-0.14636946  1.96686574],[-0.14584738 -0.9893071 ]
[-0.12664231  1.97824341],[-0.12630406 -0.99199157]
[-0.10681104  1.98768576],[-0.10660807 -0.99430112]
[-0.08689508  1.99518106],[-0.08678577 -0.996227  ]
[-0.06691395  2.00072017],[-0.06686402 -0.9977621 ]
[-0.04688722  2.00429663],[-0.04687005 -0.998901  ]
[-0.02683457  2.00590667],[-0.02683135 -0.99963997]
[-0.00677565  2.00554923],[-0.0067756  -0.99997705]
[0.01326986 2.00322595],[ 0.01326947 -0.99991196]
[0.03328233 1.99894121],[ 0.03327619 -0.99944619]
[0.05324217 1.99270208],[ 0.05321702 -0.99858297]
[0.07312989 1.98451832],[ 0.07306472 -0.9973272 ]
[0.0929261  1.97440232],[ 0.09279241 -0.99568548]
[0.11261154 1.96236907],[ 0.11237368 -0.99366602]
[0.13216715 1.94843613],[ 0.1317827  -0.99127863]
[0.151574   1.93262352],[ 0.15099427 -0.98853464]
[0.17081342 1.91495368],[ 0.16998399 -0.98544682]
[0.18986697 1.89545139],[ 0.18872825 -0.98202935]
[0.20871643 1.87414367],[ 0.20720436 -0.97829768]
[0.22734392 1.85105968],[ 0.22539058 -0.97426849]
[0.24573181 1.82623065],[ 0.24326622 -0.96995956]
[0.26386282 1.79968976],[ 0.26081162 -0.96538971]
[0.28172002 1.771472  ],[ 0.27800827 -0.96057868]
[0.2992868  1.74161411],[ 0.29483878 -0.95554701]
[0.31654696 1.71015444],[ 0.31128694 -0.95031597]
[0.33348468 1.67713282],[ 0.32733771 -0.94490742]
[0.35008454 1.64259047],[ 0.34297723 -0.93934372]
[0.36633156 1.60656987],[ 0.35819282 -0.93364763]
[0.38221116 1.56911462],[ 0.37297299 -0.9278422 ]
[0.39770922 1.53026938],[ 0.38730737 -0.92195065]
[0.41281207 1.4900797 ],[ 0.40118675 -0.91599628]
[0.42750649 1.44859196],[ 0.41460299 -0.9100024 ]
[0.44177973 1.40585321],[ 0.42754901 -0.90399217]
[0.45561954 1.36191111],[ 0.44001874 -0.89798859]
[0.46901411 1.31681384],[ 0.45200707 -0.89201435]
[0.48195213 1.27060995],[ 0.46350982 -0.88609178]
[0.49442278 1.22334833],[ 0.47452364 -0.88024276]
[0.50641573 1.17507812],[ 0.48504597 -0.87448866]
[0.51792114 1.12584861],[ 0.49507499 -0.86885025]
[0.52892967 1.07570919],[ 0.50460956 -0.86334766]
[0.53943246 1.02470927],[ 0.51364912 -0.85800034]
[0.54942115 0.97289827],[ 0.52219366 -0.85282694]
[0.55888789 0.92032551],[ 0.53024362 -0.84784533]
[0.56782529 0.8670402 ],[ 0.53779988 -0.84307253]
[0.57622648 0.81309142],[ 0.54486363 -0.83852467]
[0.58408507 0.75852803],[ 0.55143636 -0.83421696]
[0.59139515 0.70339874],[ 0.55751977 -0.83016366]
[0.59815132 0.64775197],[ 0.56311572 -0.82637805]
[0.60434863 0.59163596],[ 0.5682262 -0.8228724]
[0.60998263 0.53509867],[ 0.57285322 -0.81965797]
[0.61504936 0.47818783],[ 0.57699883 -0.81674497]
[0.6195453  0.42095091],[ 0.58066503 -0.81414257]
[0.62346744 0.36343515],[ 0.58385374 -0.81185886]
[0.62681323 0.30568757],[ 0.58656677 -0.80990087]
[0.62958058 0.24775494],[ 0.5888058  -0.80827454]
[0.63176787 0.18968386],[ 0.59057232 -0.80698472]
[0.63337395 0.13152072],[ 0.59186764 -0.80603517]
[0.63439813 0.07331177],[ 0.59269286 -0.80542857]
[0.63484019 0.0151031 ],[ 0.59304884 -0.80516648]
[ 0.63470035 -0.04305931],[ 0.59293625 -0.80524941]
[ 0.63397931 -0.10112959],[ 0.59235547 -0.80567673]
[ 0.63267821 -0.15906194],[ 0.59130671 -0.80644676]
[ 0.63079868 -0.2168106 ],[ 0.58978993 -0.80755671]
[ 0.62834277 -0.27432986],[ 0.58780486 -0.80900275]
[ 0.625313   -0.33157402],[ 0.58535108 -0.81077994]
[ 0.62171236 -0.38849735],[ 0.58242796 -0.81288232]
[ 0.61754427 -0.44505414],[ 0.57903475 -0.81530286]
[ 0.61281265 -0.5011986 ],[ 0.57517057 -0.8180335 ]
[ 0.60752183 -0.55688493],[ 0.57083448 -0.82106516]
[ 0.60167663 -0.61206726],[ 0.56602546 -0.82438776]
[ 0.59528232 -0.66669967],[ 0.56074253 -0.82799022]
[ 0.58834462 -0.72073621],[ 0.55498474 -0.83186053]
[ 0.58086973 -0.77413086],[ 0.54875123 -0.8359857 ]
[ 0.5728643  -0.82683759],[ 0.54204129 -0.84035186]
[ 0.56433543 -0.87881034],[ 0.53485441 -0.84494424]
[ 0.55529069 -0.93000306],[ 0.52719034 -0.84974723]
[ 0.54573812 -0.98036975],[ 0.51904914 -0.8547444 ]
[ 0.5356862  -1.02986446],[ 0.51043124 -0.85991857]
[ 0.52514389 -1.07844137],[ 0.50133751 -0.86525181]
[ 0.51412059 -1.1260548 ],[ 0.49176931 -0.87072553]
[ 0.50262616 -1.17265928],[ 0.48172855 -0.87632049]
[ 0.49067092 -1.21820961],[ 0.47121775 -0.88201691]
[ 0.47826563 -1.26266089],[ 0.4602401  -0.88779448]
[ 0.46542151 -1.30596864],[ 0.44879952 -0.89363247]
[ 0.45215022 -1.34808883],[ 0.43690068 -0.89950975]
[ 0.43846384 -1.38897798],[ 0.42454912 -0.90540491]
[ 0.4243749  -1.42859323],[ 0.41175121 -0.9112963 ]
[ 0.40989636 -1.46689246],[ 0.39851428 -0.91716213]
